rmd_name,pt_name,brgi_score,brgi_norm,spillover_value,spillover_value_norm,final_priority_score,priority_label,interpretation,evidence_tier,claim_strength,transferability_note
RMD_Ganser Syndrome,PT_Immunotherapy For Neuropsychiatric Disorders,0.3747666882970751,0.5535291275907335,0.0,0.0,0.5535291275907335,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hallucinogen Persisting Perception Disorder,PT_Personalized Medicine,0.3721222963341633,0.549623369629988,0.0,0.0,0.549623369629988,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Chronic Traumatic Encephalopathy,PT_Virtual Reality Exposure Therapy,0.3697701915817226,0.546149318887814,0.0,0.0,0.546149318887814,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Diogenes Syndrome,PT_Psilocybin Assisted Therapy,0.3687646205950592,0.5446640939509139,0.0,0.0,0.5446640939509139,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Focused Ultrasound Therapy,0.3687605302252785,0.5446580524886202,0.0,0.0,0.5446580524886202,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Palilalia,PT_Memory Retrieval Techniques,0.3687590757093069,0.5446559041734631,0.0,0.0,0.5446559041734631,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Disinhibited Social Engagement Disorder,PT_Memory Retrieval Techniques,0.3681832624515378,0.5438054299446132,0.0,0.0,0.5438054299446132,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Narcissistic Personality Disorder,PT_Electroencephalography,0.366602025251885,0.5414699479635039,0.0,0.0,0.5414699479635039,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Histrionic Personality Disorder,PT_Neurobiological Assessments For Mental Disorders,0.364362106607266,0.5381615957221025,0.0,0.0,0.5381615957221025,Strategic Priority,Large forecasted gap and broad cross-RMD spillover value,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Body Integrity Dysphoria,PT_Psilocybin Assisted Therapy,0.362842158499888,0.5359166375224207,0.0,0.0,0.5359166375224207,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Transcranial Direct Current Stimulation,0.3621600116285832,0.5349091089070098,0.0,0.0,0.5349091089070098,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Privacy Preserving Ai In Digital Mental Health,0.3607038071558436,0.5327582998395018,0.0,0.0,0.5327582998395018,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Neurofeedback Systems,0.3582600582954127,0.5291488910606381,0.0,0.0,0.5291488910606381,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Neurocognitive Training,0.3576700254614704,0.5282774145660062,0.0,0.0,0.5282774145660062,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Narrative Exposure Therapy,0.3566136193205434,0.5267171062786663,0.0,0.0,0.5267171062786663,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Landau Kleffner Syndrome,PT_Behavioral Activation Therapy,0.3564262398274316,0.5264403474028392,0.0,0.0,0.5264403474028392,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Occupational Therapy,0.3554144486198829,0.5249459352207873,0.0,0.0,0.5249459352207873,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Hypnotherapy,0.3546846233054093,0.5238679857065177,0.0,0.0,0.5238679857065177,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Transcranial Direct Current Stimulation,0.3532270814402704,0.5217152013149718,0.0,0.0,0.5217152013149718,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleptomania,PT_Ketamine Therapy,0.3519867951512626,0.5198833026725476,0.0,0.0,0.5198833026725476,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Body Integrity Dysphoria,PT_Trauma Focused Cbt,0.351777960001938,0.5195748538652611,0.0,0.0,0.5195748538652611,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Narcissistic Personality Disorder,PT_Brain Computer Interface,0.3501572036160577,0.5171810021801234,0.0,0.0,0.5171810021801234,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleptomania,PT_Stimulant And Wake Promoting Agents,0.3500808807114882,0.5170682735089239,0.0,0.0,0.5170682735089239,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Disinhibited Social Engagement Disorder,PT_Lithium Therapy,0.3494797611271438,0.5161804219215489,0.0,0.0,0.5161804219215489,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Circadian Rhythm Sleep Wake Disorder,PT_Neurobiological Assessments For Mental Disorders,0.3491050409432855,0.5156269614808565,0.0,0.0,0.5156269614808565,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Traditional And Alternative Medicine Approaches,0.3486806958524799,0.5150002052209063,0.0,0.0,0.5150002052209063,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reduplicative Paramnesia,PT_Dietary Interventions And Supplements,0.3481037284555792,0.5141480263324731,0.0,0.0,0.5141480263324731,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hallucinogen Persisting Perception Disorder,PT_Acceptance And Commitment Therapy,0.3479149881491515,0.5138692575399937,0.0,0.0,0.5138692575399937,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Palilalia,PT_Neuroplasticity Techniques,0.3475225544383493,0.5132896342800807,0.0,0.0,0.5132896342800807,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Koro,PT_Prolonged Exposure Therapy,0.3465310911043183,0.5118252462982722,0.0,0.0,0.5118252462982722,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Antisocial Personality Disorder,PT_Light Therapy,0.3454285897841064,0.5101968555874608,0.0,0.0,0.5101968555874608,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Factitious Disorder,PT_Acceptance And Commitment Therapy,0.3410158271632395,0.5036792201623581,0.0,0.0,0.5036792201623581,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Motivational Interviewing,0.3407189279226594,0.5032407009909573,0.0,0.0,0.5032407009909573,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Ganser Syndrome,PT_Social Skills Training,0.340595000860142,0.5030576611399186,0.0,0.0,0.5030576611399186,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Chronic Traumatic Encephalopathy,PT_Dialectical Behavior Therapy,0.3401710079164649,0.5024314250000828,0.0,0.0,0.5024314250000828,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Chronic Traumatic Encephalopathy,PT_Neuroprotective Agents,0.3372491886318391,0.49811590782606263,0.0,0.0,0.49811590782606263,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Koro,PT_Cognitive Assistive Technologies,0.3371172529333401,0.4979210392468405,0.0,0.0,0.4979210392468405,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Chronic Traumatic Encephalopathy,PT_Emdr Therapy,0.3351761826365428,0.49505408500162545,0.0,0.0,0.49505408500162545,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizotypal Personality Disorder,PT_Mentalization Based Treatment,0.330394762211157,0.48799194324955397,0.0,0.0,0.48799194324955397,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Ketamine Therapy,0.3297717852997104,0.48707180846417825,0.0,0.0,0.48707180846417825,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Stimulant And Wake Promoting Agents,0.327865870859936,0.48425677930055466,0.0,0.0,0.48425677930055466,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Stem Cell Therapy For Neurological Disorders,0.3238572318028075,0.4783360330085054,0.0,0.0,0.4783360330085054,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Selective Serotonin Reuptake Inhibitors,0.3215622379581433,0.4749463348834253,0.0,0.0,0.4749463348834253,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizotypal Personality Disorder,PT_Neuroprotective Agents,0.3190333684079787,0.4712112031345123,0.0,0.0,0.4712112031345123,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Psilocybin Assisted Therapy,0.3168436727552881,0.4679770300818576,0.0,0.0,0.4679770300818576,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Resting State Fmri,0.315627927784051,0.4661813788825487,0.0,0.0,0.4661813788825487,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Smart Wearable Mental Health Trackers,0.3128722207228107,0.46211120889909796,0.0,0.0,0.46211120889909796,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Factitious Disorder,PT_Electroconvulsive Therapy,0.3101473520307881,0.45808658708239325,0.0,0.0,0.45808658708239325,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Impulse Control Disorders,PT_Psychoeducation Programs,0.3021680201289034,0.4463011409252739,0.0,0.0,0.4463011409252739,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Palilalia,PT_Dietary Interventions And Supplements,0.2989725827811108,0.441581490799934,0.0,0.0,0.441581490799934,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Histrionic Personality Disorder,PT_Art Therapy,0.2967369959760281,0.43827953667083636,0.0,0.0,0.43827953667083636,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Body Integrity Dysphoria,PT_Digital Health Tools,0.2957961209373318,0.43688986742966673,0.0,0.0,0.43688986742966673,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Resting State Fmri,0.2940412031329548,0.4342978597844188,0.0,0.0,0.4342978597844188,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Factitious Disorder,PT_Ketamine Therapy,0.2917269971251844,0.43087978535958904,0.0,0.0,0.43087978535958904,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizotypal Personality Disorder,PT_Electroconvulsive Therapy,0.2896602398148933,0.4278271918217121,0.0,0.0,0.4278271918217121,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Hypnotherapy,0.2859224152849703,0.42230643766787584,0.0,0.0,0.42230643766787584,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Neuroprotective Agents,0.2850472052976434,0.42101375548487524,0.0,0.0,0.42101375548487524,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Landau Kleffner Syndrome,PT_Resting State Fmri,0.284667652370764,0.42045315709913106,0.0,0.0,0.42045315709913106,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizotypal Personality Disorder,PT_Motivational Interviewing,0.2821870275322385,0.4167892826256867,0.0,0.0,0.4167892826256867,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Narrative Exposure Therapy,0.2805622251386591,0.41438945500089946,0.0,0.0,0.41438945500089946,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Hypnotherapy,0.2801453894525361,0.41377379010619714,0.0,0.0,0.41377379010619714,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Factitious Disorder,PT_Naltrexone,0.2797759880022639,0.4132281854169729,0.0,0.0,0.4132281854169729,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Vagus Nerve Stimulation,0.278639616530548,0.4115497686072609,0.0,0.0,0.4115497686072609,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Mindfulness Based Stress Reduction,0.2766064185649959,0.4085467421077467,0.0,0.0,0.4085467421077467,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Transference Focused Psychotherapy,0.2758969559756696,0.40749886826945947,0.0,0.0,0.40749886826945947,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Occupational Therapy,0.2748996796656878,0.4060258945418865,0.0,0.0,0.4060258945418865,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Fregoli Delusion,PT_Cultural Psychiatry Interventions,0.274640102182534,0.40564249947962727,0.0,0.0,0.40564249947962727,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Hypnotherapy,0.2741698543512141,0.4049479450276169,0.0,0.0,0.4049479450276169,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Landau Kleffner Syndrome,PT_Metaverse,0.2740635708680644,0.404790964683466,0.0,0.0,0.404790964683466,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Electroencephalography,0.272981024879442,0.40319204792973357,0.0,0.0,0.40319204792973357,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Vagus Nerve Stimulation,0.2728625906981138,0.4030171210455823,0.0,0.0,0.4030171210455823,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Digital Health Tools,0.2717083079194685,0.4013122492962819,0.0,0.0,0.4013122492962819,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Transference Focused Psychotherapy,0.2701199301432354,0.39896622070778076,0.0,0.0,0.39896622070778076,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reduplicative Paramnesia,PT_Stem Cell Therapy For Neurological Disorders,0.2680680145833377,0.39593554838489897,0.0,0.0,0.39593554838489897,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Transcranial Magnetic Stimulation,0.2653550119489321,0.3919284526950507,0.0,0.0,0.3919284526950507,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Hypnotherapy,0.2652369241629013,0.3917540374355789,0.0,0.0,0.3917540374355789,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Traditional And Alternative Medicine Approaches,0.2647555122382914,0.39104299365564227,0.0,0.0,0.39104299365564227,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Landau Kleffner Syndrome,PT_Electroencephalography,0.2636074741172512,0.3893473452444458,0.0,0.0,0.3893473452444458,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Pyromania,PT_Deep Brain Stimulation,0.2627081840457555,0.38801909685879576,0.0,0.0,0.38801909685879576,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Othello Syndrome,PT_Biofeedback Devices,0.2626657814277009,0.3879564683357379,0.0,0.0,0.3879564683357379,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Circadian Rhythm Sleep Wake Disorder,PT_Stem Cell Therapy For Neurological Disorders,0.2626225691325122,0.387892643922299,0.0,0.0,0.387892643922299,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Hypnotherapy,0.2621665598046533,0.3872191196916105,0.0,0.0,0.3872191196916105,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Selective Serotonin Reuptake Inhibitors,0.261320542594921,0.38596955514210957,0.0,0.0,0.38596955514210957,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Brief Psychotic Disorder,PT_Focused Ultrasound Therapy,0.2604934951479117,0.3847480088678145,0.0,0.0,0.3847480088678145,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Pyromania,PT_Transcranial Direct Current Stimulation,0.260245836202406,0.38438221744523976,0.0,0.0,0.38438221744523976,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Motivational Interviewing,0.2602041589684642,0.3843206603120564,0.0,0.0,0.3843206603120564,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Diogenes Syndrome,PT_Mindfulness Based Stress Reduction,0.2594996053092893,0.38328003694695406,0.0,0.0,0.38328003694695406,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Ganser Syndrome,PT_Fecal Microbiota Transplant,0.2593256146285974,0.3830230533016628,0.0,0.0,0.3830230533016628,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
